title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
"Shalby Multi-Specialty Hospital, Mohali","https://www.google.com/maps/place/Shalby+Multi-Specialty+Hospital,+Mohali/data=!4m7!3m6!1s0x390feea000764e3f:0xd0f04b8e00abed86!8m2!3d30.6922922!4d76.7333434!16s%2Fg%2F11c75_swq9!19sChIJP052AKDuDzkRhu2rAI5L8NA",https://www.shalby.org/hospitals/mohali-shalby/?utm_source=google_map&utm_medium=organic&utm_campaign=Mohali_Shalby_Hospital,Data found,,4.8,5591,Private hospital,"Mohali Stadium Rd, near PCA Stadium, Phase 9, Sector 63, Sahibzada Ajit Singh Nagar, Lamba, Punjab 160062, India",+91 172 490 7000,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",info.mohali@shalby.in,+91 7069001001
Sangam Neuro Hospital,https://www.google.com/maps/place/Sangam+Neuro+Hospital/data=!4m7!3m6!1s0x390fed0560b66143:0x986241a5439f1ce6!8m2!3d30.7317226!4d76.7898141!16s%2Fg%2F1tjjmrss!19sChIJQ2G2YAXtDzkR5hyfQ6VBYpg,,No website found,,4.0,4,Hospital,"# 619, Sector 18-B, Chandigarh, 160018, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Fortis Hospital Mohali,https://www.google.com/maps/place/Fortis+Hospital+Mohali/data=!4m7!3m6!1s0x390fee9f04ed85e1:0x63296ed41f02307d!8m2!3d30.6952398!4d76.7314188!16s%2Fg%2F1w0j2l8j!19sChIJ4YXtBJ_uDzkRfTACH9RuKWM,https://www.fortishealthcare.com/location/fortis-hospital-mohali?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,Data found,,4.5,6513,Hospital,"Sector 62, Sahibzada Ajit Singh Nagar, Lamba, Punjab 160062, India",+91 172 469 2222,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",secretarial@fortishealthcare.com,1725096001
Indus Hospital,https://www.google.com/maps/place/Indus+Hospital/data=!4m7!3m6!1s0x390fee8605689d5d:0xd59b4b3b1af58a09!8m2!3d30.7089058!4d76.7225259!16s%2Fg%2F11bv19dgst!19sChIJXZ1oBYbuDzkRCYr1GjtLm9U,https://www.indushospital.in/Indus-Hospital-3b2,Data found,,4.5,1011,Private hospital,"SCF 98-100, Near Chawla Chowk, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 1762 512 666,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",contact@indushospital.in,+91-1762-512600
Charitable hospital,https://www.google.com/maps/place/Charitable+hospital/data=!4m7!3m6!1s0x390fedc995ce3bd1:0x43f572f8537f6b42!8m2!3d30.7476441!4d76.7660754!16s%2Fg%2F11fn9bz35b!19sChIJ0TvOlcntDzkRQmt_U_hy9UM,,No website found,,4.5,2,Hospital,"PQX8+3C4, Unnamed Road, 24B, Sector 24, Chandigarh, 160036, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
German Hospital,https://www.google.com/maps/place/German+Hospital/data=!4m7!3m6!1s0x390ff299bdd867b3:0xa01dabfb3adba421!8m2!3d30.7772029!4d76.7995108!16s%2Fg%2F11g8bwpb_n!19sChIJs2fYvZnyDzkRIaTbOvurHaA,,No website found,,4.9,9,Hospital,"Karoran Rd, Govind Nagar, Nayagaon, Punjab 160103, India",+91 94173 11419,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Park Hospital,https://www.google.com/maps/place/Park+Hospital/data=!4m7!3m6!1s0x390fee61c0000001:0xd304c964b8144afd!8m2!3d30.6912064!4d76.723156!16s%2Fg%2F1v_vr94h!19sChIJAQAAwGHuDzkR_UoUuGTJBNM,https://parkhospital.in/hospital/grecian-superspeciality-hospital-in-mohali,Data found,,4.4,2106,Hospital,"Jail Rd, Phase 9, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 75620 00000,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",info@parkhospital.in,01724696600
Ayu Health Hospitals,https://www.google.com/maps/place/Ayu+Health+Hospitals/data=!4m7!3m6!1s0x390fefb48b745afb:0xf421c00205add9d4!8m2!3d30.6994375!4d76.7264375!16s%2Fg%2F11v6fm286n!19sChIJ-1p0i7TvDzkR1NmtBQLAIfQ,https://ayu.health/chandigarh/hospital/ayu-health-multi-speciality-hospital-sector-62-42?utm_source=google&utm_medium=organic&utm_campaign=GMB_CHD_sector62,Data found,,5.0,3,Private hospital,"MPXG+QH5, Himalaya Marg, near COSMO Hospital, Sector 62, Sahibzada Ajit Singh Nagar, Chandigarh, Punjab 160062, India",+91 731 485 5513,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",contact@ayu.health,+91 636-610-0800
General Hospital,https://www.google.com/maps/place/General+Hospital/data=!4m7!3m6!1s0x390fee70883996d7:0xe500390052a24270!8m2!3d30.7262357!4d76.7250677!16s%2Fg%2F1263mk83x!19sChIJ15Y5iHDuDzkRcEKiUgA5AOU,,No website found,,4.0,2,Hospital,"Phase 2, Sector 54, Sahibzada Ajit Singh Nagar, 160059, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Nins Brain & Spine Hospital,https://www.google.com/maps/place/Nins+Brain+%26+Spine+Hospital/data=!4m7!3m6!1s0x390fedb315555555:0x1ad14a114d82dc18!8m2!3d30.7219461!4d76.7666137!16s%2Fg%2F1tzvtym4!19sChIJVVVVFbPtDzkRGNyCTRFK0Ro,,No website found,,3.6,5,Hospital,"SCO 341-342, Sector 34A, Sector 34, Chandigarh, 160022, India",+91 172 500 0567,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Mata Kulbir Kaur Ji Charitable Hospital,https://www.google.com/maps/place/Mata+Kulbir+Kaur+Ji+Charitable+Hospital/data=!4m7!3m6!1s0x390fede4716d2b69:0xb938dbdf1360196f!8m2!3d30.745727!4d76.7399096!16s%2Fg%2F11cjk4rlm5!19sChIJaSttceTtDzkRbxlgE9_bOLk,,No website found,,3.2,5,Hospital,"PPWQ+7XV, Gurudwara Santsar Sahib, Paschim Marg, Sector 38 West, Sector 38, Chandigarh, 160036, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
"Block B, OPD, GMCH","https://www.google.com/maps/place/Block+B,+OPD,+GMCH/data=!4m7!3m6!1s0x390fecf8098e7eff:0xfe764b4841303800!8m2!3d30.7095284!4d76.7799306!16s%2Fg%2F11f4trylq8!19sChIJ_36OCfjsDzkRADgwQUhLdv4",,No website found,,3.4,35,Government hospital,"PQ5H+RX7, Sector 32B, 32B, Sector 32, Chandigarh, 160047, India",+91 172 266 3301,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Pgi Chandigarh,https://www.google.com/maps/place/Pgi+Chandigarh/data=!4m7!3m6!1s0x390fed4632c03cc5:0x72725ea9634d50b1!8m2!3d30.7599483!4d76.7761869!16s%2Fg%2F11jylb0qqc!19sChIJxTzAMkbtDzkRsVBNY6lecnI,,No website found,,4.0,153,Hospital,"PGI HOSPITAL CHANDIGARH, Sector 12, Chandigarh, 160012, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Guru Ka Langar Eye Hospital,https://www.google.com/maps/place/Guru+Ka+Langar+Eye+Hospital/data=!4m7!3m6!1s0x390fed01c448b111:0xd034dce28625a00f!8m2!3d30.7360109!4d76.7920489!16s%2Fg%2F11gxzg0chj!19sChIJEbFIxAHtDzkRD6AlhuLcNNA,https://chandigarhherald.com/listing/guru-ka-langar-eye-hospital/,Data found,,4.3,211,Hospital,"536, Madhya Marg, 18B, Sector 18, Chandigarh, 160018, India",+91 95920 64040,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",support@listing.com,092166 66440
Chawla Hospital,https://www.google.com/maps/place/Chawla+Hospital/data=!4m7!3m6!1s0x390fee85d86abad5:0xd083355b4db2f08d!8m2!3d30.7082829!4d76.7242209!16s%2Fg%2F124swghsx!19sChIJ1bpq2IXuDzkRjfCyTVs1g9A,https://chawlahospital.in/,Data found,,2.8,133,Hospital,"1, Sarovar Path, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 98145 01415,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",chawlahospitalmohali@gmail.com,+91 98145 01415
Happy Family Hospital,https://www.google.com/maps/place/Happy+Family+Hospital/data=!4m7!3m6!1s0x390f9389df245a2b:0x6ca0ae297a768a97!8m2!3d30.715818!4d76.8390029!16s%2Fg%2F11h_6x2sw0!19sChIJK1ok34mTDzkRl4p2eimuoGw,https://happyfamilyhospital.business.site/,Data found,,3.3,70,Children's hospital,"# 54 AND 55, Old Ropar Rd, Samadhi Gate, Sector 13, Chandigarh, 160101, India",+91 94170 08765,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,9417008765
ESIC Dispensary,https://www.google.com/maps/place/ESIC+Dispensary/data=!4m7!3m6!1s0x390fecfab4985a3b:0xc3227b58a826c2b1!8m2!3d30.71108!4d76.7906144!16s%2Fg%2F1tf68fpl!19sChIJO1qYtPrsDzkRscImqFh7IsM,,No website found,,2.7,47,Government hospital,"Sector 29D, 29D, Sector 29, Chandigarh, 160030, India",+91 172 265 7793,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Alpha Chandigarh Hospital | Multispecialty Hospital | Ortho | Gynae | General Surgery,https://www.google.com/maps/place/Alpha+Chandigarh+Hospital+%7C+Multispecialty+Hospital+%7C+Ortho+%7C+Gynae+%7C+General+Surgery/data=!4m7!3m6!1s0x390fe5840cd31c4b:0xf66eddfd13a14eca!8m2!3d30.7711237!4d76.5817852!16s%2Fg%2F11qnyr2m03!19sChIJSxzTDITlDzkRyk6hE_3dbvY,https://www.alphachandigarh.com/,Data found,,5.0,204,Hospital,"Mohali, NH-05, near CHANDIGARH UNIVERSITY, Gharuan, Punjab 140413, India",+91 78140 03130,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",medicaltourism@alphachandigrah.com,9814075306
"𝗔𝗥𝗩 𝗢𝗿𝘁𝗵𝗼𝗽𝗮𝗲𝗱𝗶𝗰 𝗛𝗼𝘀𝗽𝗶𝘁𝗮𝗹 - Best Orthopaedic, Sports Injury Hospital, Knee Replacement & Trauma Hospital in Chandigarh","https://www.google.com/maps/place/%F0%9D%97%94%F0%9D%97%A5%F0%9D%97%A9+%F0%9D%97%A2%F0%9D%97%BF%F0%9D%98%81%F0%9D%97%B5%F0%9D%97%BC%F0%9D%97%BD%F0%9D%97%AE%F0%9D%97%B2%F0%9D%97%B1%F0%9D%97%B6%F0%9D%97%B0+%F0%9D%97%9B%F0%9D%97%BC%F0%9D%98%80%F0%9D%97%BD%F0%9D%97%B6%F0%9D%98%81%F0%9D%97%AE%F0%9D%97%B9+-+Best+Orthopaedic,+Sports+Injury+Hospital,+Knee+Replacement+%26+Trauma+Hospital+in+Chandigarh/data=!4m7!3m6!1s0x390fed9edb0f7971:0x7eb3097bccaa58b2!8m2!3d30.7241892!4d76.7750947!16s%2Fg%2F11smh1_n_q!19sChIJcXkP257tDzkRsliqzHsJs34",https://arvhospital.com/,Data found,,4.9,198,Hospital,"2125, Sector 21C, Sector 21, Chandigarh, 160021, India",+91 84274 52125,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",dratulmalhotra.23@gmail.com,+918427452125
Composite Hospital ITBP,https://www.google.com/maps/place/Composite+Hospital+ITBP/data=!4m7!3m6!1s0x390feca0a35492d3:0x977c5aaea6649a55!8m2!3d30.677898!4d76.8073136!16s%2Fg%2F1vtqtg_2!19sChIJ05JUo6DsDzkRVZpkpq5afJc,,No website found,,4.5,28,Veterans hospital,"MRH4+5W4, NH21, Behlana, Chandigarh, 160003, India",+91 172 265 2709,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Virdi Eye Hospital,https://www.google.com/maps/place/Virdi+Eye+Hospital/data=!4m7!3m6!1s0x390feda455555555:0x39585fa378739e7d!8m2!3d30.7194794!4d76.7683301!16s%2Fg%2F1tdbctb4!19sChIJVVVVVaTtDzkRfZ5zeKNfWDk,https://chandigarhherald.com/listing/virdi-eye-hospital/,Data found,,3.7,57,Hospital,"SCO 226-227, Sector, 34A, Dakshin Marg, near Patania Petrol Pump, Chandigarh, 160022, India",+91 172 507 7101,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",support@listing.com,0172 507 7101
GMSH,https://www.google.com/maps/place/GMSH/data=!4m7!3m6!1s0x390fed77ccb61817:0x2d235dd96c0bf685!8m2!3d30.7508295!4d76.7811312!16s%2Fg%2F11f30m2g1d!19sChIJFxi2zHftDzkRhfYLbNldIy0,,No website found,,3.1,112,Hospital,"QQ2J+8FJ, Madhya Marg, Sector 16 A, Sector 16, Chandigarh, 160015, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Kare partner heart centre,https://www.google.com/maps/place/Kare+partner+heart+centre/data=!4m7!3m6!1s0x390fed7f4fe3eb33:0x833078ad9858b35f!8m2!3d30.7286042!4d76.7898532!16s%2Fg%2F11lg2tmvg4!19sChIJM-vjT3_tDzkRX7NYmK14MIM,http://www.india.karepartners.com/,Data found,,3.4,34,Hospital,"3314, Near Gurudwara Sahib, 19D, Sector 19, Chandigarh, 160019, India",+91 75298 33446,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,+91-81466 64742
Municipal Corporation Chandigarh Civil Dispensary,https://www.google.com/maps/place/Municipal+Corporation+Chandigarh+Civil+Dispensary/data=!4m7!3m6!1s0x390fed1a5eb8ef8f:0x6e3ca65b4661533c!8m2!3d30.730881!4d76.7945053!16s%2Fg%2F1hd_1bcm_!19sChIJj--4XhrtDzkRPFNhRlumPG4,,No website found,,3.5,50,Government hospital,"Sector 19 A, Chandigarh 160019, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
AM Hospital Mohali,https://www.google.com/maps/place/AM+Hospital+Mohali/data=!4m7!3m6!1s0x390fee5e81351d8f:0x8220204e7f03efb6!8m2!3d30.7195749!4d76.705603!16s%2Fg%2F1hm2kt7dd!19sChIJjx01gV7uDzkRtu8Df04gIII,http://www.amhospital.in/,Data found,,3.9,131,Hospital,"MOHALI BYEPASS, ROAD, Sector 58, Sahibzada Ajit Singh Nagar, Punjab 160058, India",+91 172 503 2683,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Shivalik Hospital,https://www.google.com/maps/place/Shivalik+Hospital/data=!4m7!3m6!1s0x390fee976f3ff70b:0xb12de508b37c0c38!8m2!3d30.6950499!4d76.7214145!16s%2Fg%2F11c57s29f4!19sChIJC_c_b5fuDzkROAx8swjlLbE,,No website found,,3.2,99,Hospital,"Ace Heart & Vascular Institute, Japjee Dental Rd, opposite Shemrock School, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160062, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
MAX MedCenter,https://www.google.com/maps/place/MAX+MedCenter/data=!4m7!3m6!1s0x390fef10182b100f:0xd61fe077de37ceb5!8m2!3d30.7362907!4d76.7069698!16s%2Fg%2F11qns134gs!19sChIJDxArGBDvDzkRtc433nfgH9Y,http://www.maxhealthcare.in/hospital-network/max-super-speciality-hospital-mohali,Data found,,4.6,4266,Hospital,"Chandigarh Rd, 56A, Sector 56, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 77107 77107,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",digitalquery@maxhealthcare.com,+91 92688 80303
"APC, PGIMER( Child Opd)","https://www.google.com/maps/place/APC,+PGIMER%28+Child+Opd%29/data=!4m7!3m6!1s0x390fed28b06dddf3:0x85ed82df989b0c4b!8m2!3d30.7641349!4d76.7765922!16s%2Fg%2F11gx_xbzkw!19sChIJ891tsCjtDzkRSwybmN-C7YU",,No website found,,4.0,25,Hospital,"PGI HOSPITAL CHANDIGARH, Sector 12, Chandigarh, 160012, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Dr Vivek Singla Laparoscopic Surgeon,https://www.google.com/maps/place/Dr+Vivek+Singla+Laparoscopic+Surgeon/data=!4m7!3m6!1s0x390fec518fee61b7:0x715e1e2a36828542!8m2!3d30.7122689!4d76.7702989!16s%2Fg%2F11bwkdy2l1!19sChIJt2Huj1HsDzkRQoWCNioeXnE,http://www.dolphinivf.com/,No data found,,5.0,19,Hospital,"Dolphin Ivf & Laparoscopy Centre Landmark Hospital Sector 33 Chandigarh Room No 4 & 5 Basement, Chandigarh 160034, India",+91 94173 77858,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Dhawan Hospital,https://www.google.com/maps/place/Dhawan+Hospital/data=!4m7!3m6!1s0x390f936ebfffffff:0x9fc4b8dbb4f47c15!8m2!3d30.7110942!4d76.8495932!16s%2Fg%2F1tj1_y6g!19sChIJ____v26TDzkRFXz0tNu4xJ8,http://dhawanhospital.co.in/,Data found,,4.7,929,General hospital,"Plot Number 1, Dhawan Hospital, Rina Road, Plot No.1, Gurudwaara Rd, Sector 7, Panchkula, Haryana 134109, India",+91 172 259 6090,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",info@nayyarhospital.com,"+91 172-2596090, 2596091"
Dr. Chander Hospital,https://www.google.com/maps/place/Dr.+Chander+Hospital/data=!4m7!3m6!1s0x390fed04ef4c995f:0xa7b254bc1bc7843f!8m2!3d30.7284818!4d76.789546!16s%2Fg%2F11js_2v8xn!19sChIJX5lM7wTtDzkRP4THG7xUsqc,,No website found,,,,Hospital,"19D, Sector 19, Chandigarh, 160019, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Grecian Hospital Diagnostic/ PET CT,https://www.google.com/maps/place/Grecian+Hospital+Diagnostic%2F+PET+CT/data=!4m7!3m6!1s0x390fefac7c545789:0x74edb1d61e6f0491!8m2!3d30.6917079!4d76.7209538!16s%2Fg%2F11fpgg1xp0!19sChIJiVdUfKzvDzkRkQRvHtax7XQ,https://www.grecianhospital.com/,No data found,,3.4,11,Hospital,"MPRC+M9P, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 62837 05192,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Rush Healthcare,https://www.google.com/maps/place/Rush+Healthcare/data=!4m7!3m6!1s0x390fed143fffffff:0x209fd416eba8c8d!8m2!3d30.7400206!4d76.7985302!16s%2Fg%2F11g01vfz2w!19sChIJ____PxTtDzkRjYy6bkH9CQI,,No website found,,,,Medical Center,"SCO 179 – 180, Level 1, Madhya Marg, Behind DLF, Sector 8-C, Chandigarh, 160018, India",+91 98789 17030,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Arv Health Care Private Ltd,https://www.google.com/maps/place/Arv+Health+Care+Private+Ltd/data=!4m7!3m6!1s0x390feda92aa6c25f:0x233b4f5975cf9a64!8m2!3d30.7276383!4d76.7740994!16s%2Fg%2F11mxn1b1xl!19sChIJX8KmKqntDzkRZJrPdVlPOyM,,No website found,,1.0,1,Hospital,"PQHF+3J5, Sector 21D, Sector 21 D, Sector 21, Chandigarh, 160022, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
New Lifeline Hospital,https://www.google.com/maps/place/New+Lifeline+Hospital/data=!4m7!3m6!1s0x390fef73d85b5ccf:0x4edeed197444bd0c!8m2!3d30.6680584!4d76.8138227!16s%2Fg%2F11n75j8xvw!19sChIJz1xb2HPvDzkRDL1EdBnt3k4,https://newlifelinehospital.in/,Data found,,3.7,117,Hospital,"NH-22, Ambala Chandigarh Road Near Ramada Plaza by Wyndham Chandigarh Zirakpur, Sahibzada Ajit Singh Nagar, Punjab 140603, India",+91 98141 04203,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",webmaster@newlifelinehospital.in,
IVY Hospital Mohali,https://www.google.com/maps/place/IVY+Hospital+Mohali/data=!4m7!3m6!1s0x390feff6924d7055:0x6f2d60fadafb0b2b!8m2!3d30.706837!4d76.7081236!16s%2Fg%2F11pf0cdtzs!19sChIJVXBNkvbvDzkRKwv72vpgLW8,https://ivyhospital.com/,Data found,,4.5,2063,Private hospital,"IVY Hospital Mohali, Sector 71, Sahibzada Ajit Singh Nagar, Punjab 160071, India",+91 62395 02002,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,+916239502002
Shri Dhanwantry Ayurvedic College and Hospital,https://www.google.com/maps/place/Shri+Dhanwantry+Ayurvedic+College+and+Hospital/data=!4m7!3m6!1s0x390fec4338d93a8b:0x3e14789843b098e5!8m2!3d30.6998269!4d76.7672516!16s%2Fg%2F11c0vqfgl0!19sChIJizrZOEPsDzkR5ZiwQ5h4FD4,https://www.sdach.ac.in/,No data found,,3.8,173,Hospital,"77, Chandi Path, 46B, Sector 46, Chandigarh, 160047, India",+91 77107 78822,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Government homeopathic and ayurvedic dispensary,https://www.google.com/maps/place/Government+homeopathic+and+ayurvedic+dispensary/data=!4m7!3m6!1s0x390feda6f246859d:0xf4633b44a4940f7a!8m2!3d30.6960868!4d76.7676454!16s%2Fg%2F11j3wwsrlp!19sChIJnYVG8qbtDzkReg-UpEQ7Y_Q,,No website found,,3.3,19,Hospital,"MQW9+C3J, Sector 47 D, Sector 47, Chandigarh, 160047, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Motherhood Hospital,https://www.google.com/maps/place/Motherhood+Hospital/data=!4m7!3m6!1s0x390fef2aaa0ff471:0x3cec17351a1da881!8m2!3d30.6993206!4d76.7272792!16s%2Fg%2F11k3qn3rrb!19sChIJcfQPqirvDzkRgagdGjUX7Dw,https://www.motherhoodindia.com/locations/mohali/,Data found,,4.8,887,Hospital,"Cosmo MSH Building, Sector 62, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 84948 00093,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",writetous@motherhoodindia.com,8494800093
Dolphin IVF & laparoscopy centre,https://www.google.com/maps/place/Dolphin+IVF+%26+laparoscopy+centre/data=!4m7!3m6!1s0x390fec1544766d6f:0xebdced480026b5e0!8m2!3d30.712274!4d76.770298!16s%2Fg%2F11bbrkx39r!19sChIJb212RBXsDzkR4LUmAEjt3Os,http://www.dolphinivf.com/,No data found,,5.0,1,Hospital,"landmark hospital, Sector 33C,, Chandigarh, 160033, India",+91 79867 53988,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
State Tuberculosis Cell,https://www.google.com/maps/place/State+Tuberculosis+Cell/data=!4m7!3m6!1s0x390fedb3751c3ba1:0x9f005b7d4667dd7a!8m2!3d30.7207923!4d76.7638336!16s%2Fg%2F1q5ccdns1!19sChIJoTscdbPtDzkRet1nRn1bAJ8,http://tbcindia.nic.in/,Data found,,,,Government hospital,"Parivar Kalyan Bhawan, Sub. City Center, Sector 34A, Sector 34, Chandigarh, 160022, India",,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,1800-11-6666
"Shuddhi Hiims (Derabassi, Chandigarh) Ayurveda Panchakarma Integrated Hospital (On Panel NABH)","https://www.google.com/maps/place/Shuddhi+Hiims+%28Derabassi,+Chandigarh%29+Ayurveda+Panchakarma+Integrated+Hospital+%28On+Panel+NABH%29/data=!4m7!3m6!1s0x390fbf8d94000001:0x1502a7f0832f32d8!8m2!3d30.5656927!4d76.8342003!16s%2Fg%2F11s95kzlpj!19sChIJAQAAlI2_DzkR2DIvg_CnAhU",https://hiims.in/#utm_source=google_search_gmb&utm_medium=google_business_profile&utm_campaign=gmb&utm_term=location_based,Data found,,3.9,549,Hospital,"Pind Devinagar, Opposite side Of Haldiram, Back Side Of Jugraj Dhaba Chandigarh Delhi, Highway, Dera Bassi, Chandigarh, Punjab 140507, India",+91 82704 82704,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",custcare@jeenasikho.co.in,8270482704
Dr Manish Singla Best Nephrologist,https://www.google.com/maps/place/Dr+Manish+Singla+Best+Nephrologist/data=!4m7!3m6!1s0x390fec4682cf51e5:0x2dc2471bb447e789!8m2!3d30.703207!4d76.762393!16s%2Fg%2F11c71pkx3q!19sChIJ5VHPgkbsDzkRiedHtBtHwi0,http://drmanishsingla.in/,No data found,,5.0,37,Private hospital,"Kuc hospital, 46A, Sector 46, Chandigarh, 160047, India",+91 98723 25087,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Amar Hospital | Best Multi-Speciality Hospital in Chandigarh Mohali,https://www.google.com/maps/place/Amar+Hospital+%7C+Best+Multi-Speciality+Hospital+in+Chandigarh+Mohali/data=!4m7!3m6!1s0x390fef4909a37a57:0x872e563110097d9f!8m2!3d30.6962567!4d76.7165493!16s%2Fg%2F11ls2h8zjf!19sChIJV3qjCUnvDzkRn30JEDFWLoc,https://amarhospital.net/,No data found,,4.7,525,Hospital,"Mattaur Rd, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",+91 62629 99943,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",,
Cheema Medical Complex,https://www.google.com/maps/place/Cheema+Medical+Complex/data=!4m7!3m6!1s0x390fee6235ee6d1b:0x593d012f550cabc6!8m2!3d30.7159055!4d76.7178905!16s%2Fg%2F1tdyzbc5!19sChIJG23uNWLuDzkRxqsMVS8BPVk,http://www.cmcmohali.com/,Data found,,4.3,989,Private hospital,"Mohali Stadium Rd, near BSNL Telephone Exchange, Phase 4, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 80549 22340,"https://www.google.com/maps/search/hospitals+in+chandigarh/@30.6964533,76.7291042,11z?entry=ttu",cmchospital@gmail.com,90726-90726
